시군구명,법정동,등록번호,중개업소 구분,중개업자명,중개업소명,도로명주소(지번)
충청북도 청주시상당구,용암동,43111-2024-00025,공인중개사,구경미,청주OK공인중개사사무소,"충청북도 청주시 상당구 중고개로142번길 31 , 상가3동 120호"
충청북도 청주시상당구,용정동,43111-2024-00026,공인중개사,정인영,최고부동산공인중개사사무소,충청북도 청주시 상당구 영운천로133번길 25 101호
충청북도 청주시상당구,대성동,43111-2024-00027,공인중개사,이재원,재원공인중개사사무소,충청북도 청주시 상당구 당산로 23 
충청북도 청주시상당구,미원면,43111-2024-00031,공인중개사,이승준,역지사지공인중개사사무소,충청북도 청주시 상당구 미원면 미원시내2길 41 
충청북도 청주시상당구,용암동,43111-2024-00032,공인중개사,김길원,하나로공인중개사사무소,"충청북도 청주시 상당구 호미로 176 , 102호"
충청북도 청주시상당구,용암동,43111-2024-00033,공인중개사,박대범,신하나로공인중개사사무소,충청북도 청주시 상당구 호미로 176 102호
충청북도 청주시상당구,용암동,43111-2024-00034,공인중개사,이민영,디딤공인중개사사무소,"충청북도 청주시 상당구 중고개로125번길 36-14 ,101호"
충청북도 청주시상당구,용암동,43111-2024-00035,공인중개사,윤현정,다시봄부동산공인중개사사무소,충청북도 청주시 상당구 중고개로142번길 17 단지내상가 1동 213호
충청북도 청주시상당구,용암동,43111-2024-00036,공인중개사,김학수,예담공인중개사사무소,"충청북도 청주시 상당구 용암북로6번길 49 , 201호"
충청북도 청주시상당구,용암동,43111-2024-00037,공인중개사,고창일,시티공인중개사사무소,"충청북도 청주시 상당구 중고개로142번길 17 , 상가1동 210호"
충청북도 청주시상당구,용암동,43111-2024-00038,공인중개사,이종욱,용암태양공인중개사사무소,충청북도 청주시 상당구 원봉로 39 상가동 102호
충청북도 청주시상당구,문의면,43111-2024-00039,공인중개사,정채윤,대청공인중개사사무소,충청북도 청주시 상당구 문의면 문의시내로 25 
충청북도 청주시상당구,금천동,43111-2024-00040,공인중개사,정인숙,금천공인중개사사무소,충청북도 청주시 상당구 쇠내로103번길 2 1층
충청북도 청주시상당구,수동,43111-2024-00041,공인중개사,김경하,천일공인중개사사무소,충청북도 청주시 상당구 대성로 199 1층 상가 일부
충청북도 청주시상당구,용암동,43111-2024-00042,공인중개사,유영희,시티합동공인중개사사무소,충청북도 청주시 상당구 중고개로142번길 17 시티프라디움2단지 상가1동 210호
충청북도 청주시상당구,용담동,43111-2024-00043,공인중개사,이상준,양지공인중개사사무소,충청북도 청주시 상당구 수영로 295 양화빌딩 101호
충청북도 청주시상당구,용정동,43111-2024-00044,공인중개사,차호열,누리부동산중개사무소,충청북도 청주시 상당구 용정로32번길 14 103호
충청북도 청주시상당구,용암동,43111-2024-00045,공인중개사,강혜영,동행공인중개사사무소,충청북도 청주시 상당구 월평로 209 상가2동 101-6호
충청북도 청주시상당구,방서동,43111-2024-00047,공인중개사,신준수,산내들공인중개사사무소,충청북도 청주시 상당구 단재로 293 1층
충청북도 청주시상당구,용암동,43111-2024-00048,공인중개사,박정연,토마토공인중개사사무소,충청북도 청주시 상당구 단재로196번길 12-7 B동
충청북도 청주시상당구,영운동,43111-2024-00049,공인중개사,정주호,영운공인중개사사무소,충청북도 청주시 상당구 단재로77번길 1 102호
충청북도 청주시상당구,북문로3가,43111-2024-00050,공인중개사,김성국,예인공인중개사사무소,충청북도 청주시 상당구 사직대로361번길 158-10 2층
충청북도 청주시상당구,북문로3가,43111-2024-00051,공인중개사,강석창,세담공인중개사사무소,충청북도 청주시 상당구 사직대로361번길 158-10 G302호
충청북도 청주시상당구,북문로1가,43111-2025-00001,공인중개사,남효진,어반에스테이트공인중개사사무소,충청북도 청주시 상당구 사직대로 374 201호
충청북도 청주시상당구,남일면,43111-2025-00003,공인중개사,노훈민,토지로공인중개사사무소,충청북도 청주시 상당구 남일면 단재로 500-4 
충청북도 청주시상당구,탑동,43111-2025-00004,공인중개사,이민경,T-센트럴공인중개사사무소,충청북도 청주시 상당구 용담로 50 센트럴힐데스하임 근생4동 104호
충청북도 청주시상당구,용정동,43111-2025-00005,공인중개사,장준일,메이저공인중개사사무소,충청북도 청주시 상당구 용정로38번길 9-1 1층 103호
충청북도 청주시상당구,용암동,43111-2025-00006,공인중개사,김우람,형제공인중개사사무소,충청북도 청주시 상당구 용암로 90 1층
충청북도 청주시상당구,용암동,43111-2025-00007,공인중개사,현미라,꿈드림공인중개사사무소,충청북도 청주시 상당구 중고개로125번길 31-5 102호
충청북도 청주시상당구,용암동,43111-2025-00008,공인중개사,김종일,동광공인중개사사무소,충청북도 청주시 상당구 동남로109번길 5-5 
충청북도 청주시상당구,남주동,43111-2025-00009,공인중개사,손지현,대원칸타빌공인중개사사무소,충청북도 청주시 상당구 남사로102번길 71 
충청북도 청주시상당구,용암동,43111-2025-00010,공인중개사,신동희,신도시공인중개사사무소,충청북도 청주시 상당구 용암로 98 
충청북도 청주시상당구,방서동,43111-2025-00012,공인중개사,박재호,로앤홈즈공인중개사사무소,충청북도 청주시 상당구 동남로 2 117동 103호
충청북도 청주시상당구,방서동,43111-2025-00013,공인중개사,정혜인,동남방서로앤홈즈공인중개사사무소,충청북도 청주시 상당구 동남로 2 117동 103호
충청북도 청주시상당구,용암동,43111-2025-00014,공인중개사,변상진,포도밭공인중개사 사무소,충청북도 청주시 상당구 호미로 2 214동 103호
충청북도 청주시상당구,용암동,43111-2025-00015,공인중개사,윤정숙,갑부공인중개사사무소,충청북도 청주시 상당구 중고개로142번길 17 상가 218호
충청북도 청주시상당구,방서동,43111-2025-00016,공인중개사,김송배,우대공인중개사사무소,충청북도 청주시 상당구 동남로 15 상가1동 105호
충청북도 청주시상당구,용암동,43111-2025-00018,공인중개사,손지협,무지개공인중개사사무소,충청북도 청주시 상당구 월평로153번길 45 102호
충청북도 청주시상당구,방서동,43111-2025-00019,공인중개사,이종복,뉴포인트공인중개사사무소,"충청북도 청주시 상당구 월운로 48 , 1층 102호(방서동)"
충청북도 청주시상당구,용암동,43111-2025-00020,공인중개사,이진경,더나은부동산중개사무소,"충청북도 청주시 상당구 중고개로141번길 14-3 , 1층 101호(용암동)"
충청북도 청주시상당구,용암동,43111-2025-00021,공인중개사,이윤호,뉴늘조은공인중개사사무소,"충청북도 청주시 상당구 중고개로141번길 20 , 신영타워 102호 (용암동)"
충청북도 청주시상당구,석교동,43111-2025-00022,공인중개사,홍대의,협성부동산공인중개사사무소,"충청북도 청주시 상당구 성안로 112 , 2층 (석교동)"
충청북도 청주시상당구,용암동,43111-2025-00023,공인중개사,노숙희,세움공인중개사사무소,"충청북도 청주시 상당구 호미로 14 , 상가 115동 107호"
충청북도 청주시상당구,남문로2가,43111-2025-00024,공인중개사,박미경,토담부동산공인중개사사무소,"충청북도 청주시 상당구 사직대로362번길 75 , 1층"
충청북도 청주시상당구,남문로2가,43111-2025-00025,공인중개사,김윤경,윤공인중개사사무소,"충청북도 청주시 상당구 사직대로362번길 75 ,1층"
충청북도 청주시상당구,남일면,가-3820-305,공인중개사,김영진,남일공인중개사,충청북도 청주시 상당구 남일면 화당3길 28 
충청북도 청주시상당구,미원면,가-3820-632,공인중개사,김영일,영광공인중개사사무소,충청북도 청주시 상당구 미원면 단재로 2425 
충청북도 청주시상당구,미원면,가-3820-707,공인중개사,손영균,토담공인중개사사무소,충청북도 청주시 상당구 미원면 미원시내2길 41 
충청북도 청주시상당구,미원면,가-3820-734,공인중개사,김종우,미원스마일공인중개사사무소,충청북도 청주시 상당구 미원면 단재로 2409 
충청북도 청주시상당구,문의면,가-3820-766,공인중개사,김성수,청남대공인중개사사무소,충청북도 청주시 상당구 문의면 문의시내로 21 
충청북도 청주시상당구,남일면,가-3820-887,공인중개사,황승권,청남공인중개사사무소,충청북도 청주시 상당구 남일면 단재로 462 
충청북도 청주시상당구,금천동,가-38020000-1642,공인중개사,추경승,미하이공인중개사,충청북도 청주시 상당구 중고개로337번길 120 (금천동)
충청북도 청주시상당구,서운동,가-38020000-1474,공인중개사,신동호,장원공인중개사사무소,충청북도 청주시 상당구 대성로50번길 16-2 (서운동)
충청북도 청주시상당구,남문로1가,가-38020000-1653,공인중개사,최상렬,청호공인중개사사무소,"충청북도 청주시 상당구 상당로29번길 20 (남문로1가), 103호"
충청북도 청주시서원구,사직동,43112-2015-00036,중개인,구기태,백제부동산중개인사무소,충청북도 청주시 서원구 호국로 131-1 (사직동)
충청북도 청주시서원구,사창동,43112-2017-00020,중개인,양승구,한진부동산중개인사무소,충청북도 청주시 서원구 예체로 79 105호(사창동)
충청북도 청주시서원구,사창동,가-38020000-250,중개인,최길용,공주부동산중개사무소,충청북도 청주시 서원구 사직대로144번길 35-1 (사창동)
충청북도 청주시서원구,모충동,가-38020000-485,중개인,이재삼,삼원부동산중개인사무소,충청북도 청주시 서원구 쌍샘로 94 1층 (모충동)
충청북도 청주시서원구,모충동,85가-38020000-694,중개인,김상철,제일부동산중개인사무소,충청북도 청주시 서원구 모충로124번길 36 (모충동)
충청북도 청주시서원구,수곡동,86-38020000-1043,중개인,이종찬,성일부동산중개인사무소,충청북도 청주시 서원구 수영로 29-2 (수곡동)
충청북도 청주시서원구,사직동,84-38020000-86,중개인,한의덕,한성부동산중개인사무소,충청북도 청주시 서원구 호국로 101 (사직동 장미A 상가 B동)
충청북도 청주시서원구,사창동,나-38020000-145,중개인,곽태식,엄마부동산중개인사무소,충청북도 청주시 서원구 예체로 81 (사창동)
충청북도 청주시서원구,사직동,나-38020000-146,중개인,곽옥자,푸르지오캐슬부동산중개사무소,충청북도 청주시 서원구 예체로 55 3단지상가 110호
충청북도 청주시서원구,남이면,가-3820-718,중개인,김종록,남부부동산중개인사무소,충청북도 청주시 서원구 남이면 가마3길 6 (남이면 가마리)
충청북도 청주시서원구,개신동,38030000-1035,공인중개사,김성님,휴먼시아공인중개사사무소,"충청북도 청주시 서원구 경신로 65 상가 A동 105호(개신동, 주공1단지A)"
충청북도 청주시서원구,산남동,43112-2015-00026,공인중개사,임태연,산남태강공인중개사사무소,충청북도 청주시 서원구 두꺼비로 65 대원칸타빌1단지 상가동 102호
충청북도 청주시서원구,모충동,43112-2015-00035,공인중개사,배경미,부동산이야기공인중개사사무소,충청북도 청주시 서원구 쌍샘로 21 
충청북도 청주시서원구,분평동,3853-0000-14,공인중개사,박명자,주은공인중개사사무소,"충청북도 청주시 서원구 1순환로1137번길 83 상가동 104호(분평동,주은아파트상가동)"
충청북도 청주시서원구,성화동,3853-0000-23,공인중개사,유원상,매일공인중개사사무소,충청북도 청주시 서원구 신성화로 43 107호(성화동)
충청북도 청주시서원구,사창동,3853-0000-24,공인중개사,양현선,스마트공인중개사사무소,충청북도 청주시 서원구 1순환로648번길 58 (사창동)
충청북도 청주시서원구,사직동,3853-0000-25,공인중개사,서현홍,사직1등공인중개사사무소,충청북도 청주시 서원구 호국로 113 (사직동)
충청북도 청주시서원구,남이면,3853-0000-31,공인중개사,김학균,지산공인중개사사무소,충청북도 청주시 서원구 남이면 청남로 1221-1 (남이면 외천리)
충청북도 청주시서원구,사직동,43112-2015-00001,공인중개사,손연옥,정수공인중개사사무소,충청북도 청주시 서원구 호국로 127-2 (사직동)
충청북도 청주시서원구,남이면,43112-2015-00013,공인중개사,김창수,김창수부동산공인중개사사무소,충청북도 청주시 서원구 남이면 대림로 6 (남이면 대련리)
충청북도 청주시서원구,모충동,43112-2015-00024,공인중개사,류명찬,청주모충주공사모1·2재개발명성공인중개사사무소,충청북도 청주시 서원구 모충로96번길 15 101호 (상가동)
충청북도 청주시서원구,모충동,43112-2015-00038,공인중개사,양우종,은성공인중개사사무소,충청북도 청주시 서원구 서원남로19번길 24 (모충동)
충청북도 청주시서원구,남이면,43112-2015-00043,공인중개사,김태윤,청주하나공인중개사사무소,충청북도 청주시 서원구 남이면 대림로 375 
충청북도 청주시서원구,모충동,43112-2015-00055,공인중개사,박주현,뉴 스마일공인중개사사무소,충청북도 청주시 서원구 쌍샘로 77 (모충동)
충청북도 청주시서원구,개신동,43112-2015-00057,공인중개사,김기청,산호(山鎬)공인중개사사무소,충청북도 청주시 서원구 1순환로739번길 18 101호(개신동)
충청북도 청주시서원구,산남동,43112-2015-00059,공인중개사,박한순,부동산아이랜드공인중개사사무소,충청북도 청주시 서원구 산남로 57 102호(산남동)
충청북도 청주시서원구,성화동,43112-2015-00063,공인중개사,김진주,남양휴튼공인중개사사무소,"충청북도 청주시 서원구 신화로 47 상가동 104호(성화동, 남양휴튼아파트)"
충청북도 청주시서원구,사직동,43112-2015-00066,공인중개사,정우경,정우경공인중개사사무소,충청북도 청주시 서원구 무심서로 487 3층
충청북도 청주시서원구,산남동,43112-2015-00075,공인중개사,송민호,대한부동산공인중개사사무소,충청북도 청주시 서원구 산남로62번길 30 (산남동)
충청북도 청주시서원구,성화동,43112-2015-00078,공인중개사,임지현,그랑프리공인중개사사무소,"충청북도 청주시 서원구 신화로 45 104호(성화동,태극빌딩)"
충청북도 청주시서원구,수곡동,43112-2016-00009,공인중개사,조명희,부동산나라공인중개사사무소,충청북도 청주시 서원구 매봉로 99 나동 상가115호
충청북도 청주시서원구,산남동,43112-2016-00014,공인중개사,홍성미,성미공인중개사사무소,충청북도 청주시 서원구 두꺼비로60번길 3-7 
충청북도 청주시서원구,모충동,43112-2016-00018,공인중개사,윤금주,일등트릴로채공인중개사사무소,충청북도 청주시 서원구 쌍샘로 25 1동 102호
충청북도 청주시서원구,개신동,43112-2016-00020,공인중개사,추교상,양지공인중개사사무소,충청북도 청주시 서원구 1순환로727번길 4 (개신동)
충청북도 청주시서원구,산남동,43112-2016-00023,공인중개사,이원배,부동산미래공인중개사사무소,"충청북도 청주시 서원구 산남로62번길 35 (신성미소시티블루 2동 104호, 산남동)"
충청북도 청주시서원구,개신동,43112-2016-00024,공인중개사,이서형,NEW우리공인중개사사무소,"충청북도 청주시 서원구 모충로 36 (두진백로아파트 상가동 102호,개신동)"
충청북도 청주시서원구,산남동,43112-2016-00046,공인중개사,전인순,조은경매공인중개사사무소,"충청북도 청주시 서원구 원흥로 82 남산빌딩 203,204호(산남동)"
충청북도 청주시서원구,성화동,43112-2016-00047,공인중개사,이태경,호반베르디움공인중개사사무소,"충청북도 청주시 서원구 구룡산로 24 D동 112호(성화동, 성화호반베르디움아파트)"
충청북도 청주시서원구,남이면,43112-2016-00054,공인중개사,김석,남청주에이스공인중개사사무소,충청북도 청주시 서원구 남이면 연청로 1379 
충청북도 청주시서원구,사직동,43112-2016-00067,공인중개사,박미숙,제니스공인중개사사무소,충청북도 청주시 서원구 사직대로265번길 19 (사직동)
충청북도 청주시서원구,수곡동,43112-2016-00069,공인중개사,이지현,홍실포레나포스코공인중개사사무소,충청북도 청주시 서원구 수곡로 85 (수곡동)
충청북도 청주시서원구,분평동,43112-2017-00006,공인중개사,정길환,분평공인중개사사무소,"충청북도 청주시 서원구 1순환로1137번길 128 상가동 105호(분평동, 주공3단지)"
충청북도 청주시서원구,산남동,43112-2017-00014,공인중개사,박현준,원흥이공인중개사사무소,충청북도 청주시 서원구 두꺼비로 62 1층(산남동)
충청북도 청주시서원구,사직동,43112-2017-00015,공인중개사,이영화,채움공인중개사사무소,"충청북도 청주시 서원구 창직로 60 상가 110호(사직동, 푸르지오캐슬 )"
충청북도 청주시서원구,사창동,43112-2017-00016,공인중개사,박용해,지현공인중개사사무소,충청북도 청주시 서원구 사직대로144번길 33 103호(사창동)
충청북도 청주시서원구,수곡동,43112-2017-00047,공인중개사,신은정,수곡공인중개사사무소,충청북도 청주시 서원구 청남로 2100 
충청북도 청주시서원구,수곡동,43112-2017-00056,공인중개사,노경원,경원공인중개사사무소,충청북도 청주시 서원구 수곡로 117 1층102호(수곡동)
충청북도 청주시서원구,모충동,43112-2017-00061,공인중개사,김성권,일등공인중개사무소,"충청북도 청주시 서원구 모충로104번길 25 상가동 104호(모충동,삼호아파트1단지)"
충청북도 청주시서원구,남이면,43112-2017-00065,공인중개사,이유성,남청주IC공인중개사사무소,충청북도 청주시 서원구 남이면 청남로 882 
충청북도 청주시서원구,모충동,43112-2017-00067,공인중개사,임미정,열린공인중개사사무소,"충청북도 청주시 서원구 남들로 51-1 ,102호(모충동)"
충청북도 청주시서원구,사창동,43112-2017-00070,공인중개사,신영옥,참좋은공인중개사사무소,충청북도 청주시 서원구 천수로 19 (사창동)
충청북도 청주시서원구,산남동,43112-2018-00001,공인중개사,강민정,MBA공인중개사사무소,"충청북도 청주시 서원구 산남로62번길 35 705호(산남동,신성미소시티블루2)"
충청북도 청주시서원구,사창동,43112-2018-00004,공인중개사,김가영,청주솔로몬합동공인중개사사무소,충청북도 청주시 서원구 1순환로 649 나동
충청북도 청주시서원구,사창동,43112-2018-00005,공인중개사,조남택,충대공인중개사사무소,충청북도 청주시 서원구 내수동로 93 (사창동)
충청북도 청주시서원구,성화동,43112-2018-00009,공인중개사,황선민,성화다안채공인중개사사무소,충청북도 청주시 서원구 구룡산로52번길 51 상가동 104호
충청북도 청주시서원구,남이면,43112-2018-00011,공인중개사,권용구,부동산닥터공인중개사사무소,충청북도 청주시 서원구 남이면 청남로 1827-27 
충청북도 청주시서원구,수곡동,43112-2018-00012,공인중개사,전정애,두진공인중개사사무소,충청북도 청주시 서원구 수곡로 28 두진백로아파트 상가1동 101호
충청북도 청주시서원구,모충동,43112-2018-00014,공인중개사,김문태,세상을여는공인중개사사무소,충청북도 청주시 서원구 모충로104번길 25 삼호아파트 1단지 상가동 102호(모충동)
충청북도 청주시서원구,개신동,43112-2018-00023,공인중개사,조이준,더웰공인중개사사무소,충청북도 청주시 서원구 모충로12번길 17 로즈빌 1층(개신동)
충청북도 청주시서원구,산남동,43112-2018-00028,공인중개사,윤태순,미소공인중개사사무소,충청북도 청주시 서원구 두꺼비로 54 101호(산남동)
충청북도 청주시서원구,모충동,43112-2018-00029,공인중개사,김진성,행복공인중개사사무소,충청북도 청주시 서원구 구룡산로337번길 109 1층 (모충동)
충청북도 청주시서원구,분평동,43112-2018-00034,공인중개사,오윤아,대한공인중개사사무소,충청북도 청주시 서원구 1순환로1137번길 128 분평주공3단지 상가동 107호(분평동)
충청북도 청주시서원구,분평동,43112-2018-00035,공인중개사,여학현,분평우성공인중개사사무소,"충청북도 청주시 서원구 1순환로1013번길 8 상가동 110호(분평동,우성아파트)"
충청북도 청주시서원구,성화동,43112-2018-00045,공인중개사,신존수,남양휴튼합동공인중개사사무소,"충청북도 청주시 서원구 신화로 47 104호 (성화동,남양휴튼아파트상가동)"
충청북도 청주시서원구,수곡동,43112-2018-00046,공인중개사,김학석,산남합동공인중개사사무소,충청북도 청주시 서원구 구룡산로 317 상가 105호
충청북도 청주시서원구,모충동,43112-2018-00053,공인중개사,이남희,만년공인중개사사무소,충청북도 청주시 서원구 서원남로 12 101호
충청북도 청주시서원구,수곡동,43112-2018-00063,공인중개사,김경화,포레나공인중개사사무소,충청북도 청주시 서원구 구룡산로 275-44 1층
충청북도 청주시서원구,남이면,43112-2018-00065,공인중개사,정규남,가마지구사모아공인중개사사무소,충청북도 청주시 서원구 남이면 청남로 1827-42 107호(남이면 가마리)
충청북도 청주시서원구,산남동,43112-2018-00066,공인중개사,최현혁,CJ공인중개사사무소,충청북도 청주시 서원구 두꺼비로20번길 41 1층(산남동)
충청북도 청주시서원구,성화동,43112-2018-00067,공인중개사,박노성,청주부동산넷공인중개사사무소,충청북도 청주시 서원구 신화로36번길 32 301호(성화동)
충청북도 청주시서원구,사창동,43112-2019-00001,공인중개사,정한나,천생연분공인중개사사무소,충청북도 청주시 서원구 충대로14번길 71 1층 (사창동)
충청북도 청주시서원구,사직동,43112-2019-00009,공인중개사,성미숙,천억공인중개사사무소,충청북도 청주시 서원구 창직로 60 110호(사직동)
충청북도 청주시서원구,사직동,43112-2019-00010,공인중개사,이미선,센텀푸르지오자이올라부동산공인중개사사무소,충청북도 청주시 서원구 사운로157번길 4 
충청북도 청주시서원구,죽림동,43112-2019-00013,공인중개사,유창호,태국공인중개사사무소,충청북도 청주시 서원구 대림로 432 (죽림동)
충청북도 청주시서원구,개신동,43112-2019-00014,공인중개사,이규호,정문공인중개사사무소,충청북도 청주시 서원구 1순환로 771 
충청북도 청주시서원구,남이면,43112-2019-00018,공인중개사,유태희,청주원공인중개사사무소,충청북도 청주시 서원구 남이면 청남로 1659 
충청북도 청주시서원구,산남동,43112-2019-00019,공인중개사,김기동,신한합동공인중개사사무소,충청북도 청주시 서원구 두꺼비로28번길 37-1 
충청북도 청주시서원구,분평동,43112-2019-00023,공인중개사,김미정,분평에이스공인중개사사무소,충청북도 청주시 서원구 매봉로12번길 43 101호
충청북도 청주시서원구,성화동,43112-2019-00026,공인중개사,진재기,구룡산휴먼시아공인중개사사무소,충청북도 청주시 서원구 신성화로 8 102호(구룡산휴먼시아3단지 상가동)
충청북도 청주시서원구,모충동,43112-2019-00031,공인중개사,구훈회,모던공인중개사사무소,충청북도 청주시 서원구 서원남로58번길 53-17 101호
충청북도 청주시서원구,모충동,43112-2019-00032,공인중개사,송재구,송재구공인중개사사무소,충청북도 청주시 서원구 무심서로413번길 5 401호
충청북도 청주시서원구,사창동,43112-2019-00033,공인중개사,권민선,부동산894공인중개사사무소,충청북도 청주시 서원구 내수동로108번길 23 4층
충청북도 청주시서원구,사창동,43112-2019-00043,공인중개사,이화진,더리치공인중개사사무소,충청북도 청주시 서원구 1순환로614번길 51 
충청북도 청주시서원구,사창동,43112-2019-00044,공인중개사,이백산,참사랑공인중개사사무소,충청북도 청주시 서원구 1순환로673번길 39 1층
충청북도 청주시서원구,모충동,43112-2019-00046,공인중개사,강재진,모야공인중개사사무소,충청북도 청주시 서원구 쌍샘로 94-1 102호
충청북도 청주시서원구,모충동,43112-2019-00048,공인중개사,최인숙,청주트릴로채공인중개사사무소,충청북도 청주시 서원구 쌍샘로 19 1층
충청북도 청주시서원구,사직동,43112-2019-00049,공인중개사,최하영,청주사직힐스테이트어울림공인중개사사무소,충청북도 청주시 서원구 대원로 30 
충청북도 청주시서원구,사직동,43112-2019-00050,공인중개사,천영순,사직롯데공인중개사사무소,"충청북도 청주시 서원구 예체로 55 상가동 111호(사직동, 푸르지오캐슬 상가)"
충청북도 청주시서원구,사직동,43112-2019-00054,공인중개사,오영미,투자공인중개사사무소,충청북도 청주시 서원구 창직로 97 상가동 B105-1호
충청북도 청주시서원구,사창동,43112-2019-00057,공인중개사,정용호,New천생연분공인중개사사무소,충청북도 청주시 서원구 충대로14번길 71 1층
충청북도 청주시서원구,사창동,43112-2019-00058,공인중개사,이건희,부엉이부동산공인중개사사무소,충청북도 청주시 서원구 천수로39번길 13 1층
충청북도 청주시서원구,수곡동,43112-2019-00059,공인중개사,김종진,퀸덤114공인중개사사무소,충청북도 청주시 서원구 매봉로76번길 42 1층상가
충청북도 청주시서원구,산남동,43112-2020-00001,공인중개사,최윤정,해토공인중개사사무소,충청북도 청주시 서원구 탑골로43번길 12 101호
충청북도 청주시서원구,성화동,43112-2020-00002,공인중개사,송금애,키움공인중개사사무소,충청북도 청주시 서원구 성화로 72-1 
충청북도 청주시서원구,개신동,43112-2020-00003,공인중개사,조보행,하이리빙공인중개사사무소,충청북도 청주시 서원구 모충로25번길 22 
충청북도 청주시서원구,수곡동,43112-2020-00005,공인중개사,유재석,충무공인중개사사무소,충청북도 청주시 서원구 구룡산로 392 2층
충청북도 청주시서원구,남이면,43112-2020-00006,공인중개사,예상열,온천지공인중개사사무소,충청북도 청주시 서원구 남이면 대림로 375 
충청북도 청주시서원구,사창동,43112-2020-00010,공인중개사,최학선,1마일공인중개사사무소,충청북도 청주시 서원구 내수동로108번길 51 4층
충청북도 청주시서원구,개신동,43112-2020-00011,공인중개사,조미영,개신뜨란채공인중개사사무소,충청북도 청주시 서원구 경신로 66 104호
충청북도 청주시서원구,남이면,43112-2020-00024,공인중개사,박미애,힐데스하임공인중개사사무소,충청북도 청주시 서원구 남이면 2순환로 1717 힐데스하임아파트 상가 105호
충청북도 청주시서원구,수곡동,43112-2020-00028,공인중개사,황영순,산남공인중개사사무소,충청북도 청주시 서원구 구룡산로 317 상가동 가동105호
충청북도 청주시서원구,개신동,43112-2020-00030,공인중개사,이진용,개신푸르지오공인중개사사무소,충청북도 청주시 서원구 신율로 15 개신푸르지오아파트 단지상가 114호
충청북도 청주시서원구,성화동,43112-2020-00032,공인중개사,유재영,교차로공인중개사사무소,충청북도 청주시 서원구 신화로36번길 32 105호
충청북도 청주시서원구,남이면,43112-2020-00035,공인중개사,김도연,대일공인중개사사무소,충청북도 청주시 서원구 남이면 2순환로 1717 힐데스하임 상가동 102호
충청북도 청주시서원구,사창동,43112-2020-00038,공인중개사,이영숙,더최고공인중개사사무소,충청북도 청주시 서원구 1순환로 688 102호
충청북도 청주시서원구,사창동,43112-2020-00039,공인중개사,안승선,승미공인중개사사무소,충청북도 청주시 서원구 예체로 90-1 
충청북도 청주시서원구,남이면,43112-2020-00049,공인중개사,차재운,한림공인중개사사무소,충청북도 청주시 서원구 남이면 서부로 938 
충청북도 청주시서원구,모충동,43112-2020-00050,공인중개사,안승희,해뜨는금솔공인중개사사무소,충청북도 청주시 서원구 쌍샘로107번길 15 
충청북도 청주시서원구,장암동,43112-2020-00051,공인중개사,이상열,조은부동산공인중개사사무소,충청북도 청주시 서원구 가장로383번길 1 
충청북도 청주시서원구,개신동,43112-2020-00058,공인중개사,박서형,새벽공인중개사사무소,충청북도 청주시 서원구 성봉로242번길 3-29 1층
충청북도 청주시서원구,성화동,43112-2020-00061,공인중개사,이정섭,씨유공인중개사사무소,충청북도 청주시 서원구 신화로 42 113호
충청북도 청주시서원구,남이면,43112-2021-00001,공인중개사,권민선,사랑사랑공인중개사사무소,충청북도 청주시 서원구 남이면 서부로 692-21 
충청북도 청주시서원구,사창동,43112-2021-00002,공인중개사,한정우,대박부동산공인중개사사무소,충청북도 청주시 서원구 창신로32번길 32 
충청북도 청주시서원구,사직동,43112-2021-00003,공인중개사,이미옥,팝콘공인중개사사무소,충청북도 청주시 서원구 사직대로 270 
충청북도 청주시서원구,남이면,43112-2021-00008,공인중개사,노향임,터사랑공인중개사사무소,충청북도 청주시 서원구 남이면 청남로 1579 
충청북도 청주시서원구,산남동,43112-2021-00010,공인중개사,이주연,사랑채공인중개사사무소,충청북도 청주시 서원구 원흥로 12 부영사랑으로 상가2동 103호
충청북도 청주시서원구,사창동,43112-2021-00018,공인중개사,이윤희,하나로공인중개사사무소,충청북도 청주시 서원구 내수동로108번길 35 102호
충청북도 청주시서원구,성화동,43112-2021-00021,공인중개사,한만혁,효원공인중개사사무소,충청북도 청주시 서원구 구룡산로52번나길 23 101호
충청북도 청주시서원구,사직동,43112-2021-00023,공인중개사,전미화,사직캐슬공인중개사사무소,충청북도 청주시 서원구 창직로 60 상가동 109호
충청북도 청주시서원구,사창동,43112-2021-00027,공인중개사,곽민주,금탑공인중개사사무소,충청북도 청주시 서원구 봉명로 236-3 
충청북도 청주시서원구,사창동,43112-2021-00028,공인중개사,오신화,청주푸르지오공인중개사사무소,"충청북도 청주시 서원구 창직로 43 , 1호"
충청북도 청주시서원구,산남동,43112-2021-00033,공인중개사,김영애,산남대원공인중개사사무소,충청북도 청주시 서원구 두꺼비로 65 상가동 105호
충청북도 청주시서원구,모충동,43112-2021-00036,공인중개사,백도영,해솔공인중개사사무소,충청북도 청주시 서원구 모충로 70 
충청북도 청주시서원구,남이면,43112-2021-00043,공인중개사,곽언신,행운공인중개사사무소,충청북도 청주시 서원구 남이면 저산척북로 636-6 
충청북도 청주시서원구,사창동,43112-2021-00044,공인중개사,안승균,신청주공인중개사사무소,충청북도 청주시 서원구 내수동로 85 1층
충청북도 청주시서원구,산남동,43112-2021-00045,공인중개사,정준의,더드림공인중개사사무소,충청북도 청주시 서원구 두꺼비로 53 상가동 103호
