id,policy_no,title,organizer,region,target_age,benefits,application_method,aply_url
110,20250123005400110398,생활안정자금 융자사업,근로복지공단,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",0~99세,"1. 융자종목 및 한도액
 - 의료비, 장례비 : 1,000만원
 - 혼례비 : 1,250만원
 - 노부모부양비 : 2,000만원 범위 내 (조)부모 1인당 500만원
 - 자녀양육비 : 2,000만원 범위 내 7세 미만 1자녀당 500만원
 - 소액생계비 : 200만원
* 단, 2종목 이상 융자 신청 시 신청인 1인당 총 한도액 2,000만원

2. 융자조건
- 이율 : 연 1.5퍼센트
- 상환 : 1년 거치 3년 또는 4년 원금균등분할상환 중 선택
* 거치기간 및 상환기간 변경 불가, 조기상환 가능 (조기상환 수수료 없음)
- 보증방법 : 근로자신용보증지원제도 이용 (신용보증료 연 0.9퍼센트 별도 부담)
- 대행금융기관 : IBK 기업은행","1. 융자신청서 접수(인터넷 또는 방문)
2. 구비서류 제출
3. 융자신청서 적격여부 확인(소득요건 등 융자 대상자 여부 및 오류내용 확인)
4. 융자예정자 선정
5. 신용보증신청서 적격여부 확인(예비선정일로부터 7일 이내)
6. 보증서 발행 및 통보
7. 대출실행(기업은행 인터넷뱅킹, 모바일 I_ONE뱅크)
* 융자대상자는 융자약정 체결기간(융자결정일로부터 15일)이내 대출 신청",https://welfare.comwel.or.kr/default/page.do?mCode=B010010010
135,20241111005400100002,24년 1차 LH 인천 남부권 신혼·신생아 매입임대주택Ⅱ(전세형) 입주자 선착순 수시모집 공고,"한국토지주택공사 인천지역본부, LH 통합 콜센터","서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"■ 공급대상주택 : 총 5호
공급대상주택 : 24-1 남동구(에이원)
주소 : 인천광역시 남동구 경인로644번길 62(간석동) 에이원

■ 임대기간 : 2년, 재계약 4회 가능(자격 충족 시 최장 10년 거주)

■ 임대조건 : 시중 시세의 70~80% 수준의 임대보증금 및 임대료(임대보증금 비율을 80%로 하는 준전세형으로 공급)","지사 방문 접수만 가능합니다 (지사 주소 : 인천광역시 남동구 선수촌공원로17번길 12, 두용프라자 6층
인천남부권주거복지지사)
(서류제출 필수)
선착순 접수로 진행하며, 입주자격(무주택, 소득 등) 조회 후 적격자에 대해 예비입주자 순번(주택을 지정할 수 있는 순번)을 발표합니다.",
139,20241105005400100005,24년 2차 든든전세주택 입주자 모집 통합공고,한국토지주택공사,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"• 시중 시세의 90% 이하 수준의 전세 주택 공급
• 2년, 재계약 3회 가능(입주자격 유지 시 최장 8년 거주)",• (신청방법) 인터넷(PC, 모바일앱) 신청을 원칙으로 하되, 고령자(만65세 이상) 등 인터넷 사용이 어려운 신청자에 한하여 우편 신청 가능합니다,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017091&ccrCnntSysDsCd=03&srchUppAisTpCd=061339&uppAisTpCd=13&aisTpCd=26&mi=1026&currPage=1&&panSs=%EA%B3%B5%EA%B3%A0%EC%A4%91&schTy=0&panNm=%EB%93%A0%EB%93%A0&listCo=5
140,20241105005400100004,24년 1차 분양전환형 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,한국토지주택공사,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"- 시중 시세의 30~40% 수준의 임대보증금 및 임대료
- 2년, 재계약 9회 가능(입주자격 유지시 최장 20년까지 거주가능)",신혼·신생아 매입임대는 인터넷(https://apply.lh.or.kr) 또는 모바일 앱(LH청약플러스)로 신청 가능합니다.,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017101&ccrCnntSysDsCd=03&srchUppAisTpCd=061339&uppAisTpCd=13&aisTpCd=26&srchAisTpCd=&prevListCo=&mi=1026&currPage=1&panNm=%EB%B6%84%EC%96%91%EC%A0%84%ED%99%98
141,20241105005400100003,충남 아산읍내  LH 영구임대주택 예비입주자 모집공고,아산읍내 관리소,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"[공급정보]
공급명: 아산읍내1 영구임대아파트
소재지 : 충청남도 아산시 외암로 1420(읍내동,주공아파트)
전용면적(㎡) : 26.37~31.32","아산시 거주지 읍·면·동 행정복지센터 현장접수만 가능
* 점심시간 및 토요일·일요일·법정공휴일에는 신청접수 받지 않습니다.",
142,20241105005400100002,광주각화 LH 영구임대주택 예비입주자 모집 공고,광주광역시 행정복지센터(동사무소),"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"[공급정보]
공급명 : 광주각화
소재지 : 광주광역시 북구 군왕로207번길 6(각화동) (각화 주공 아파트)
전용면적(㎡) : 26.37~52.74","광주광역시 관내 주소지 관할 행정복지센터에서 접수(현장접수만 가능)
신청일자 : ‘24.11.19.(화)~11.22(금) 10:00~17:00 (점심 12:00~13:00)",
143,20241104005400100002,부천원종 B2블록 신혼희망타운 행복주택 입주자 모집,한국토지주택공사(LH) 경기남부지역본부,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"부천원종 B2블록 신혼희망타운 행복주택(197세대)
소재지 : 경기도 부천시 오정구 원종동 75-1
주택형 : 46A ~55C, 55CS(주거약자) (대상별 상이, 모집공고문 참조)",인터넷(https://apply.lh.or.kr) 또는 모바일(LH청약플러스 앱) 신청,https://apply.lh.or.kr
144,20241104005400100001,24년 2차 LH 든든전세주택 입주자 모집 통합공고,LH 콜센터,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"■ 공급대상 주택 : 총 858호
 - 모집단위, 주택별 소재지, 면적, 임대조건 등 세부내역은 첨부 “공급주택목록”을 참조
■ 임대기간
2년 (무주택 자격 유지 시 재계약 3회 가능, 최장 8년)
■ 임대조건
시중임대료의 90% 이하(자세한 내용은 모집공고문 및 주택내역 확인)","온라인 청약시스템으로 신청 받습니다. * PC(https://apply.lh.or.kr) 또는 모바일 앱(LH청약플러스)
 * LH청약플러스→청약→임대주택→청약신청→매입임대/전세임대
• 65세 이상 고령자 등 인터넷 사용이 어려운 사람에 한하여 예외적으로 등기우편  신청을 받습니다",https://apply.lh.or.kr
149,20241025005400100002,2024년 청주시 LH 영구임대주택 예비입주자 모집,한국토지주택공사 콜센터,충청북도,19~99세,"단지명: 청주용암2
위치:  충북 청주시 상당구 원봉로 52
공급형별: 26.4m² 70세대, 31.32² 30세대
임대조건 등 상세 내용 LH 홈페이지 공고문 참조 필수",주민등록거주지 행정복지센터 현장접수만 가능(토․일요일 및 법정공휴일에는 신청접수 받지 않습니다.),
151,20241025005400100001,국토교통부 찾아가는 청년주거상담소 울산편(일시: 24.10.28. 14시),"국토교통부, 울산광역시, LH","서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"▪️ 일시: 2024. 10. 28.(월) 오후2시
▪️ 장소: 전통시장지원센터 4층(울산 남구 중앙로213번길 14)
▪️ 대상: 주거정책에 관심있는 청년 50명
▪️ 내용:
1. 국토교통부 청년주거 정책 소개
2. 사회초년생을 위한 부동산 계약 강의
3. 공공주택 관련 강의
4. 분야별 주거 상담",온라인 링크 신청(https://m.site.naver.com/1v68Y),https://m.site.naver.com/1v68Y
158,20241018005400100003,청년월세 한시 특별지원,주거복지지원과,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",19~34세,"□ 월세로 거주하는 청년을 대상으로 실제 납부하는 임대료를 최대 240만원(월 최대 20만원)까지 최대 12개월(회) 동안 매월 분할하여 지원합니다.
○ 방학기간 등으로 수급기간이 연속적이지 않더라도 지급기간 내 12개월(회)분을 지원합니다.
○ 실제 월세 범위 내에서 지원하며, 임차보증금, 관리비 등은 제외 후 지원합니다.
○ 주거급여 수급자의 경우 주거급여액 중 월차임분(청년 주거급여 분리지급액 포함)을 차감한 금액만 지원합니다.","□ 주소지 관할 주민센터에 청년 본인이 방문하거나 복지로(bokjiro.go.kr)에서 온라인으로 신청이 가능합니다.
○ 방문 신청 시 청년 본인이 신청하는 것이 원칙이나, 불가피한 경우 대리인(①법정대리인 ②주민등록상 동일 세대원(동거인 제외) ③동일 세대원이 아닌 배우자 및 직계존·비속)도 신청이 가능하며, 해당 경우에도 월세는 청년 본인 계좌로 지급됩니다.
※ 대리인 신청시 위임장, 대리인 신분증(주민등록증, 운전면허증, 여권 등)을 지참 후 방문
※ 다만, 압류방지통장으로 입금은 불가하며, 본인 명의의 계좌 개설이 곤란한 경우 등은 기초생활보장제도 계좌관리 원칙에 따름

□ 복지로 온라인신청 경로는 다음과 같습니다.
○ 복지로 로그인 > 서비스 신청 > 복지서비스 신청 > 복지급여 신청 > 기타 > 청년월세 한시 특별지원",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661
177,20240926005400100001,미혼청년 주거급여 분리지급,한국토지주택공사,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"○ 임차가구
- 지역 및 가족 수에 따라 산정한 기준임대료를 상한으로 실제 임차료(월 임차료+보증금 환산액)을 지원

○ 자가가구
- 주택의 노후도에 따라 도배, 난방, 지붕 등 종합적인 수리를 지원","○ 신청방법
- 주민등록 주소지 읍면동 행정복지센터 방문접수 또는 복지로(www.bokjiro.go.kr) 인터넷 접수",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003201
185,20240813005400100001,청년행복주택(청년을 위한 공적임대주택 공급),LH공사,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",19~39세,"- 청년들의 주거복지 실현을 위해 청년공공임대주택(청년행복주택, 청년전세임대주택) 사업과 청년 공공지원 민간주택임대(청년매입임대_다가구) 사업 실시
- 시세 대비 저렴한 임대료 및 보증금과 안정적인 거주 기간 등을 보장",- LH청약센터 -> 임대주택 -> '행복주택' 클릭,https://apply.lh.or.kr/
250,20240628005400100001,대학생 연합생활관(기숙사 지원)(7월 2학기 모집 예정),한국장학재단,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"대학생 주거안정을 위한 기숙사 지원
ㅇ위치: 경기도 고양시 덕양구 원흥1로 23
ㅇ정원: 986명(2인 1실)
ㅇ기숙사비: 월 15만원(보증금 15만원)
ㅇ입주대상: 대한민국 소재 국내 대학(원)에 입학예정 또는 재적 중인 대학생(세부내용은 선발공고 참고)",-,
254,20240624005400100003,든든전세주택 입주자 모집 시작,주거복지정책관 주거복지지원과한국토지주택공사,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"- 시세 90% 수준의 전세 형태로 최대 8년간 임대
- 신혼부부 매입임대는 주변 시세 대비 30 50% 수준의 저렴한 월세로 최대 20년간 거주
- 청년 매입임대는 주변 시세 대비 40~50%의 저렴한 조건으로 최대 6년간 거주할 수 있으며, 경제적 부담 완화를 위해 보증금은 1∼2백만원 수준으로 적용",신청 방법 없음,https://www.apply.lh.or.kr
280,20240603005400100007,보호종료아동 자립수당,읍면동 주민센터,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,○ 아동복지시설 및 가정위탁 보호종료아동 자립수당 지급(1인당 매월 50만원),"○ 방문 신청
- 주민센터 : 관할 주민센터 문의 및 방문 신청",
281,20240603005400100006,(건강보험) 임의계속가입제도,국민건강보험공단,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"- 임의계속가입자 보험료 = [보수월액보험료가 산정된 최근 12개월간의 보수월액을 평균한 금액×연도별 직장가입자 보험료율×50퍼센트(경감)]+소득월액보험료
- 36개월 동안은 지역보험료 대신 임의계속가입자 보험료 납부
- 직장가입자와 동일하게 피부양자 등재 가능","- 가까운 건강보험공단 지사에 방문하여 임의계속가입 신청
- 부득이한 사유로 방문이 곤란할 경우 FAX, 우편, 유선 등으로 신청 (신청서 양식은 참고사이트1 참조)",
283,20240603005400100005,청소년부모 아동양육비 지원 사업,여성가족부,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",0~24세,청소년부모 가구 자녀 1인당 아동양육비 월 25만원씩 지원,"초기상담 및 서비스 신청              →  대상자 통합조사 및 확정  →  아동양육비 지원
(읍·면·동 행정복지센터/주민센터)        (시/군/구청)                      (대상자)",
285,20240603005400100004,청소년자립지원관,각 지역 청소년자립지원관,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",19~24세,시설(쉼터, 회복지원시설) 퇴소 후에도 자립기반 여건이 마련되지 않는 청소년에게 주거안정에 기반한 자립지원 서비스 제공,신청 방법 없음,https://www.kyci.or.kr/userSite/Local_recovery/list.asp?basicNum=1
286,20240603005400100003,청소년한부모 아동양육 및  자립지원,자치단체,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",0~24세,"- 아동양육비 등 복지급여 지급(기준 중위소득 65퍼센트 이하)
아동양육비 - 월 35만원 또는 월 40만원*
검정고시 등 학습지원 - 가구당 연 154만원 이내
자립촉진수당 - 가구당 월 10만원
* 생계급여 지원 한부모가족도 동일하게 지원, 0~1세 자녀 양육일 경우 월 40만원 지원","○ 읍면동 주민센터에 방문하거나 온라인으로 신청

○ 신청 절차
- 소득재산조사(시군구)
- 보장 결정통지(시군구)
- 급여 지급(시군구)
- 소득재산 등 변동 관리 및 확인조사(시군구)
- 보장 및 급여중지(시군구)
- 한부모가족(급여 수혜)",
287,20240531005400100002,표준모자보건수첩 제공,출산정책과,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,임산부 및 0~36개월 영유아의 부모를 대상으로 합니다.,"방문, 인터넷, 모바일앱",
291,20240528005400100003,행복주택,한국토지주택공사,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",19~39세,"- 청년들의 주거복지 실현을 위해 청년공공임대주택(청년행복주택, 청년전세임대주택) 사업과 청년 공공지원 민간주택임대(청년매입임대_다가구) 사업 실시
- 시세 대비 저렴한 임대료 및 보증금과 안정적인 거주 기간 등을 보장","- (현장접수) 입주희망자는 사업주체가 지정한 장소에서 신청서 작성 및 관련 서류 제출
- (인터넷 접수) 사업주체의 홈페이지 등을 통해 청약신청
* 한국토지주택공사 LH청약플러스(apply.lh.or.kr) → 로그인 → 청약신청",https://apply.lh.or.kr/
292,20240528005400100002,에너지바우처,한국에너지공단,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,"- 세대원 수를 고려하여 세대당 금액을 차등 지급
· 세대원수 산정은 주민등록표 등본에 포함되는 세대원으로 산정
· 에너지바우처 지원금액은 수급자의 소득산정에 반영되지 않음

- 동절기 바우처 하절기 당겨쓰기 제도
· 희망세대에 한해 하절기에 동절기 바우처 4만 5천원 당겨쓰기 가능(총 지원금액은 동일)
· (신청) '24년 9월 30일(하절기 바우처 사용기간 내)까지 신청
· (미신청) 신청 해제를 원하는 경우, '24년 6월 26일(하절기 바우처 사용기간 전)까지 변경 신청
* 다른 동절기 에너지이용권(연탄쿠폰, 등유바우처)을 신청(예정)할 경우 하절기 당겨쓰기 신청 불가","step.1 신청단계
· 지원 대상자가 읍·면·동(읍·면·동 행정복지센터)에 신청
· 거동이 불편한 대상자는 친족 등이 대리 신청 가능하며, 읍·면·동 담당 공무원은 대상자 본인의 동의(구두 또는 서면) 하에 직권으로 신청 가능

step.2 선정단계
· 시·군·구는 보건복지부의 행복이음 시스템을 통해 수급자를 선정하고, 지원금액을 산정하여 결정 사실을 통보
· 수급자 여부, 세대특성(노인,영유아,장애인,임산부,중증질환자,희귀질환자,중증난치질환자 한부모가족, 소년소녀가정(가정위탁보호 아동) 세대원 여부), 세대원수 등을 확인

step.3 지급단계
· 시군구는 대상세대/지원액 정보를 바우처 발급기관에 전달
· 카드사에서 바우처 카드 발급 및 배송
· 실물카드(국민행복카드) 또는 가상카드(요금차감) 2가지 방식으로 발급

step.4 사용/정산 단계
· 전담기관은 바우처 사용률 제고를 위해 에너지공급자와 협업체계를 구축하고, 한국사회보장정보원, 주택관리공단 등을 통해 정산

step.5 사후관리
· 시·군·구, 전담기관, 에너지공급자 간의 협업을 통해 이의신청 처리
· 부적정사용 모니터링 등 사후관리 실시",
297,20240523005400100003,장애인 건강검진사업,장애인건강과,"서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,충청북도,충청남도,전라남도,경상북도,경상남도",연령 제한 없음,장애친화 건강검진기관의 이용은 장애인에 국한되지 않으며, 노인 등 거동이 불편한 수검자도 이용이 가능합니다.* 다만, 중증장애인 이용시 별도의 검진가산비용에 대해 검진기관 추가 지원,방문,
