29,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202501,12,"9,600",0,3,2020, ,202502~202702,신규,-,,
30,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202501,7,"9,000",0,4,2020, ,202502~202702,신규,-,,
31,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202403,1,300,45,3,2020, ,202403~202408,신규,-,,
32,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202402,14,500,50,5,2020, ,202402~202502,신규,-,,
33,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202401,20,500,50,4,2020, ,202401~202501,신규,-,,
34,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202401,19,"9,000",0,3,2020, ,202402~202602,신규,-,,
35,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202401,19,500,50,3,2020, ,202402~202502,신규,-,,
36,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202401,7,"9,000",0,5,2020, ,202402~202504,신규,-,,
37,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,76,202401,4,500,80,9,2017, ,202401~202501,신규,-,,
38,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202401,3,500,50,5,2020, ,202401~202501,신규,-,,
39,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202412,26,"8,600",0,3,2020, ,202501~202701,갱신,-,"8,000",0
40,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202412,11,500,52,4,2020, ,202412~202512,신규,-,,
41,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,26.37,202411,21,"10,500",0,5,2020, ,202412~202612,신규,-,,
42,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202411,7,"8,000",0,4,2020, ,202411~202611,신규,-,,
43,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202410,31,"8,400",0,5,2020, ,202412~202612,신규,-,,
44,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202410,26,500,50,3,2020, ,202411~202511,신규,-,,
45,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,69.34,202410,14,"1,000",65,7,2017, ,202410~202510,신규,-,,
46,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202409,24,400,50,4,2020, ,202409~202509,신규,-,,
47,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202409,23,"9,450",0,4,2020, ,202410~202610,신규,-,,
48,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202409,19,500,50,5,2020, ,202410~202510,신규,-,,
49,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202409,11,500,50,3,2020, ,202410~202610,신규,-,,
50,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202409,6,"9,450",0,3,2020, ,202412~202612,신규,-,,
51,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202408,29,500,50,5,2020, ,202409~202501,신규,-,,
52,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202408,6,500,46,4,2020, ,202408~202508,신규,-,,
53,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,26.37,202408,3,"2,000",40,5,2020, ,202408~202508,신규,-,,
54,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202407,27,500,46,4,2020, ,202409~202508,갱신,-,500,44
55,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202406,29,500,50,5,2020, ,202406~202506,신규,-,,
56,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,76,202406,17,500,60,5,2017, ,202406~202606,신규,-,,
57,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202406,5,"1,000",45,5,2020, ,202406~202506,신규,-,,
58,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202406,1,"9,000",0,4,2020, ,202406~202606,신규,-,,
59,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,30.72,202405,26,"1,000",60,3,2020, ,202405~202505,신규,-,,
60,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202405,17,500,50,5,2020, ,202406~202506,신규,-,,
61,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202405,11,"8,000",0,5,2020, ,202407~202607,갱신,사용,"8,000",0
62,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202405,4,500,50,5,2020, ,202405~202505,신규,-,,
63,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,30.72,202404,29,700,59,5,2020, ,202405~202505,신규,-,,
64,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,26.98,202404,28,300,38,3,2017, ,202404~202504,신규,-,,
65,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,26.37,202403,30,"3,000",30,5,2020, ,202404~202603,신규,-,,
66,충청북도 청주시 상당구 용암동,1612,1612,0,-1612,전세,38.64,202403,27,"3,500",0,5,2008,중흥로 24,202404~202604,신규,-,,
67,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202403,23,500,50,5,2020, ,202404~202504,신규,-,,
68,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,26.37,202403,15,"9,600",0,3,2020, ,202404~202604,신규,-,,
69,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202403,1,300,45,3,2020, ,202403~202408,신규,-,,
70,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202402,14,500,50,5,2020, ,202402~202502,신규,-,,
71,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202401,20,500,50,4,2020, ,202401~202501,신규,-,,
72,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202401,19,"9,000",0,3,2020, ,202402~202602,신규,-,,
73,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202401,19,500,50,3,2020, ,202402~202502,신규,-,,
74,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202401,7,"9,000",0,5,2020, ,202402~202504,신규,-,,
75,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,76,202401,4,500,80,9,2017, ,202401~202501,신규,-,,
76,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202401,3,500,50,5,2020, ,202401~202501,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,30.72,202312,29,500,58,4,2020, ,202402~202502,갱신,-,500,55
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202312,16,"1,000",47,5,2020, ,202401~202601,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,50.72,202311,29,"1,000",75,3,2020, ,202312~202511,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202311,15,500,50,5,2020, ,202311~202411,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202311,1,500,50,4,2020, ,202312~202412,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202310,30,"9,900",0,3,2020, ,202401~202601,신규,-,,
,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,43.47,202310,16,"2,000",50,5,2017, ,202310~202510,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,50.72,202310,14,"1,000",75,4,2020, ,202311~202411,신규,-,,
,충청북도 청주시 상당구 용암동,1612,1612,0,-1612,월세,36.4,202310,5,300,30,7,2008,중흥로 24,-,-,-,,
,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,69.34,202310,5,500,69,8,2017, ,202310~202410,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202309,17,500,45,4,2020, ,202309~202409,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202309,16,500,47,3,2020, ,202311~202411,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202307,15,500,50,4,2020, ,202307~202407,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202306,22,500,50,5,2020, ,202307~202407,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202306,5,500,44,4,2020, ,202306~202406,신규,-,,
,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,43.47,202305,19,500,50,2,2017, ,-,-,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202305,2,500,50,4,2020, ,202305~202505,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202304,24,500,50,3,2020, ,202304~202404,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202304,5,500,50,5,2020, ,202304~202404,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202304,2,500,50,4,2020, ,202304~202404,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202303,1,500,47,4,2020, ,202303~202402,갱신,사용,500,45
,충청북도 청주시 상당구 용암동,1612,1612,0,-1612,월세,36.4,202302,26,500,35,2,2008,중흥로 24,202302~202502,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,30.72,202302,22,"1,031",53,4,2020, ,202302~202402,갱신,-,"1,000",50
,충청북도 청주시 상당구 용암동,2652,2652,0,주건축물제1동,월세,69.34,202302,17,"2,000",45,6,2017, ,202302~202402,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,50.72,202302,16,"1,000",65,3,2020, ,202304~202404,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202302,11,"10,500",0,3,2020, ,202302~202502,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202302,10,500,50,5,2020, ,202302~202402,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202301,30,500,45,4,2020, ,202303~202603,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202301,28,500,48,4,2020, ,202302~202402,신규,-,,
,충청북도 청주시 상당구 용암동,1612,1612,0,-1612,전세,38.64,202301,26,"3,500",0,5,2008,중흥로 24,-,-,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202301,25,300,48,3,2020, ,202302~202402,갱신,-,300,45
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202301,24,500,50,4,2020, ,202301~202401,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202301,12,"8,000",0,3,2020, ,202302~202502,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,23.67,202301,2,500,44,4,2020, ,202301~202401,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,50.72,202301,2,"1,000",66,5,2020, ,202301~202404,갱신,사용,"1,000",63
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,전세,23.67,202301,2,"9,500",0,5,2020, ,202302~202502,신규,-,,
,충청북도 청주시 상당구 북문로3가,123,123,0,청주행정타운 코아루휴티스,월세,50.72,202301,2,"1,000",63,5,2020, ,202301~202404,갱신,사용,"1,000",66
