32,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202510,20,500,50,3,2019,2순환로 1228,202510~202610,신규,-,,
33,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,22.59,202510,20,300,40,6,2014,오송생명3로 31,202510~202610,신규,-,,
34,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,20,300,43,10,2017,2순환로 1222,202510~202704,신규,-,,
35,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,19,"5,000",20,5,2017,2순환로 1222,202510~202710,신규,-,,
36,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202510,18,500,50,20,2019,2순환로 1228,202511~202611,신규,-,,
37,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202510,18,500,47,19,2019,2순환로 1228,202511~202611,갱신,-,500,45
38,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,27.61,202510,18,500,65,12,2016,진재로 131,202510~202610,신규,-,,
39,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,32.06,202510,17,500,65,11,2016,진재로 131,202511~202611,신규,-,,
40,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,17,"1,000",45,7,2017,2순환로 1222,202510~202610,신규,-,,
41,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),전세,155.59,202510,17,"70,000",0,44,2025,2순환로 1225,202511~202711,신규,-,,
42,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202510,17,300,41,10,2014,오송생명3로 31,202511~202611,신규,-,,
43,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,30.33,202510,16,500,65,7,2016,진재로 131,202511~202611,신규,-,,
44,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202510,15,300,37,3,2016,가로수로1164번길 41-33,202511~202611,신규,-,,
45,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202510,14,450,43,6,2014,오송생명3로 31,202510~202610,신규,-,,
46,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,28.47,202510,14,500,57,8,2017,진재로 141,202510~202610,신규,-,,
47,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,27.61,202510,14,500,63,10,2016,진재로 131,202511~202611,신규,-,,
48,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,48.35,202510,14,"1,000",105,6,2017,진재로 141,202510~202610,신규,-,,
49,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,28.52,202510,13,500,70,9,2016,진재로 131,202510~202610,신규,-,,
50,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,전세,50.53,202510,13,"19,800",0,4,2017,진재로 141,202510~202710,갱신,사용,"20,250",0
51,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,28.52,202510,13,100,55,12,2016,진재로 131,202510~202610,신규,-,,
52,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202510,13,500,45,13,2014,오송생명3로 31,202510~202610,신규,-,,
53,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,25.32,202510,12,300,27,23,2014,오송생명3로 31,-,-,-,,
54,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,전세,23.43,202510,12,"6,000",0,11,2019,2순환로 1228,202511~202711,신규,-,,
55,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.89,202510,11,300,41,4,2014,오송생명3로 31,202510~202610,신규,-,,
56,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,전세,22.08,202510,11,"6,500",0,9,2017,2순환로 1222,202511~202711,신규,-,,
57,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202510,10,500,50,11,2019,2순환로 1228,202510~202610,신규,-,,
58,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,10,300,45,8,2017,2순환로 1222,202510~202610,신규,-,,
59,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,30.33,202510,10,500,45,9,2016,진재로 131,202510~202610,신규,-,,
60,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,37.61,202510,10,"7,000",35,11,2016,가로수로1164번길 41-33,202510~202611,갱신,사용,"7,000",30
61,충청북도 청주시 흥덕구 외북동,317,317,0,아크로폴리스,월세,37.05,202510,10,500,85,5,2019,엘지로 23,202511~202604,갱신,-,500,85
62,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,30.26,202510,10,500,47,21,2014,오송생명3로 31,202510~202610,신규,-,,
63,충청북도 청주시 흥덕구 비하동,796,796,0,현대오피스텔,월세,41.02,202510,9,500,35,10,2003,비하로12번길 14,202510~202710,신규,-,,
64,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,전세,28.9,202510,2,"8,000",0,21,2014,오송생명3로 31,202510~202710,신규,-,,
65,충청북도 청주시 흥덕구 외북동,317,317,0,아크로폴리스,전세,37.05,202510,2,"10,000",0,4,2019,엘지로 23,202510~202710,신규,-,,
66,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,2,300,45,14,2017,2순환로 1222,202510~202610,신규,-,,
67,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,2,300,48,4,2017,2순환로 1222,202510~202610,신규,-,,
68,충청북도 청주시 흥덕구 강서동,498,498,0,-498,월세,33.24,202510,2,"2,000",25,3,2016,서현동로 21,202510~202610,신규,-,,
69,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202510,1,400,42,16,2014,오송생명3로 31,202510~202610,신규,-,,
70,충청북도 청주시 흥덕구 오송읍 만수리,854,854,0,주건축물제1동(854-0),월세,41.05,202510,1,500,45,5,2011,오송생명5로 283,202510~202610,신규,-,,
71,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202510,1,300,45,12,2017,2순환로 1222,202510~202610,신규,-,,
72,충청북도 청주시 흥덕구 봉명동,1831,1831,0,HS포레,월세,46,202510,1,"1,000",70,3,2023,직지대로 609,202510~202610,신규,-,,
73,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,전세,29.24,202510,1,"8,300",0,7,2016,진재로 131,202510~202710,신규,-,,
74,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,27,202509,30,500,42,4,2016,진재로 131,202510~202610,신규,-,,
75,충청북도 청주시 흥덕구 비하동,319-29,319,29,헤리움오피스텔,전세,49.5,202509,30,"10,900",0,6,2014,2순환로 1069-29,202512~202712,신규,-,,
76,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202509,30,500,70,8,2017,진재로 141,202510~202610,신규,-,,
77,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.89,202509,30,300,42,11,2014,오송생명3로 31,202511~202610,신규,-,,
78,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,30.33,202509,30,"9,000",20,6,2016,진재로 131,202511~202711,신규,-,,
79,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,48.35,202509,30,"1,000",82,6,2017,진재로 141,202510~202610,신규,-,,
80,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202509,29,500,50,3,2017,2순환로 1222,202510~202609,신규,-,,
81,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202509,29,400,44,16,2017,2순환로 1222,202510~202610,신규,-,,
82,충청북도 청주시 흥덕구 오송읍 만수리,862,862,0,오송읍 만수리 862 업무시설 (현경미래개발주식회사),월세,22.44,202509,29,500,45,12,2020,오송생명3로 184,202509~202609,신규,-,,
83,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),전세,156.56,202509,29,"70,000",0,18,2025,2순환로 1225,202510~202710,신규,-,,
84,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202509,29,300,38,16,2016,가로수로1164번길 41-33,202510~202609,신규,-,,
85,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,전세,24.89,202509,29,"6,700",0,10,2014,오송생명3로 31,202510~202710,신규,-,,
86,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202509,28,300,50,20,2014,오송생명3로 31,202510~202610,신규,-,,
87,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,29.24,202509,26,"1,000",60,15,2016,진재로 131,202510~202702,신규,-,,
88,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),전세,156.6,202509,26,"72,000",0,30,2025,2순환로 1225,202512~202712,신규,-,,
89,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202509,26,300,47,20,2014,오송생명3로 31,202509~202609,신규,-,,
90,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,전세,50.53,202509,26,"19,800",0,11,2017,진재로 141,202509~202709,신규,-,,
91,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,48.35,202509,26,"1,000",100,3,2017,진재로 141,202510~202610,신규,-,,
92,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,27.39,202509,25,"1,000",45,6,2016,가로수로1164번길 41-33,202510~202610,신규,-,,
93,충청북도 청주시 흥덕구 복대동,3404,3404,0,청주 지웰시티 푸르지오,전세,84.92,202509,25,"30,000",0,28,2019,대농로 45,202510~202710,신규,-,,
94,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202509,24,200,38,4,2014,오송생명3로 31,202509~202609,신규,-,,
95,충청북도 청주시 흥덕구 오송읍 만수리,857,857,0,골드리치오피스텔,월세,32.77,202509,23,500,43,4,2012,오송생명5로 275,202509~202609,신규,-,,
96,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,전세,40.84,202509,22,"15,400",0,4,2017,진재로 141,202511~202711,신규,-,,
97,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,22.67,202509,22,300,45,16,2014,오송생명3로 31,202511~202611,신규,-,,
98,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,전세,37.22,202509,22,"9,000",0,14,2016,진재로 131,202509~202709,신규,-,,
99,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202509,21,300,46,24,2014,오송생명3로 31,202511~202611,신규,-,,
100,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202509,20,500,45,4,2017,2순환로 1222,202509~202609,신규,-,,
101,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202509,19,300,42,11,2017,2순환로 1222,202510~202610,신규,-,,
102,충청북도 청주시 흥덕구 비하동,796,796,0,현대오피스텔,월세,39.29,202509,19,500,35,5,2003,비하로12번길 14,202509~202609,신규,-,,
103,충청북도 청주시 흥덕구 오송읍 연제리,673,673,0,1동,전세,57.46,202509,19,"13,500",0,12,2016,오송생명로 161,202510~202710,신규,-,,
104,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202509,19,300,40,10,2016,가로수로1164번길 41-33,202509~202609,신규,-,,
105,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,전세,43.93,202509,19,"17,500",0,14,2016,진재로 131,202510~202710,신규,-,,
106,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,30.33,202509,19,500,60,4,2016,진재로 131,202511~202804,신규,-,,
107,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202509,19,300,42,10,2017,2순환로 1222,202509~202609,갱신,-,300,40
108,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,29.24,202509,18,"8,000",30,8,2016,진재로 131,202509~202709,신규,-,,
109,충청북도 청주시 흥덕구 비하동,796,796,0,현대오피스텔,월세,42.03,202509,18,500,30,5,2003,비하로12번길 14,202509~202609,신규,-,,
110,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202509,18,300,37,7,2016,가로수로1164번길 41-33,202510~202610,신규,-,,
111,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,46.83,202509,18,"1,000",85,10,2017,2순환로 1222,202509~202609,신규,-,,
112,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,48.35,202509,17,"19,250",10,8,2017,진재로 141,202510~202710,신규,-,,
113,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,32.4,202509,17,"4,000",50,2,2016,진재로 131,202511~202711,신규,-,,
114,충청북도 청주시 흥덕구 복대동,328-1,328,1,동경오피스텔,월세,21.73,202509,17,500,63,7,2022,죽천로 97-8,202510~202610,신규,-,,
115,충청북도 청주시 흥덕구 오송읍 만수리,531,531,0,오송 리움갤러리96,월세,44.72,202509,16,500,54,5,2012,오송생명로 208-9,202509~202609,신규,-,,
116,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202509,15,500,70,4,2017,진재로 141,202509~202609,신규,-,,
117,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202509,13,"1,000",40,15,2014,오송생명3로 31,202510~202610,신규,-,,
118,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,전세,25.32,202509,13,"6,000",0,21,2014,오송생명3로 31,202509~202709,갱신,-,"6,000",0
119,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),전세,156.56,202509,13,"78,000",0,36,2025,2순환로 1225,202511~202711,신규,-,,
120,충청북도 청주시 흥덕구 오송읍 만수리,531,531,0,오송 리움갤러리96,월세,44.72,202509,11,500,55,4,2012,오송생명로 208-9,202509~202609,신규,-,,
121,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),월세,156.6,202509,11,"20,000",270,21,2025,2순환로 1225,202509~202709,신규,-,,
122,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),월세,177.05,202509,11,"5,000",350,15,2025,2순환로 1225,202509~202711,신규,-,,
123,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202509,10,300,46,18,2014,오송생명3로 31,202509~202609,신규,-,,
124,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202509,10,300,48,6,2017,2순환로 1222,202509~202609,신규,-,,
125,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202509,10,500,70,10,2017,진재로 141,202509~202609,신규,-,,
126,충청북도 청주시 흥덕구 가경동,1416,1416,0,청주센트럴시티(터미널복합),월세,155.59,202509,10,"20,000",230,20,2025,2순환로 1225,202509~202707,신규,-,,
127,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,23.7,202509,10,300,37,13,2014,오송생명3로 31,202511~202611,갱신,-,300,35
128,충청북도 청주시 흥덕구 오송읍 만수리,857,857,0,골드리치오피스텔,전세,58.22,202509,9,"6,300",0,10,2012,오송생명5로 275,202509~202709,갱신,사용,"6,000",0
129,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,50.53,202509,9,"2,000",95,11,2017,진재로 141,202509~202709,신규,-,,
130,충청북도 청주시 흥덕구 비하동,319-29,319,29,헤리움오피스텔,전세,38.25,202509,9,"8,000",0,3,2014,2순환로 1069-29,202510~202710,신규,-,,
131,충청북도 청주시 흥덕구 비하동,784,784,0,-784,월세,45,202509,9,"1,000",40,9,2008,비하로18번길 10,202509~202609,신규,-,,
132,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202509,8,500,70,3,2017,진재로 141,202509~202609,신규,-,,
133,충청북도 청주시 흥덕구 복대동,3404,3404,0,청주 지웰시티 푸르지오,전세,84.92,202509,8,"30,000",0,9,2019,대농로 45,202511~202707,신규,-,,
134,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,28.9,202509,8,300,60,15,2014,오송생명3로 31,202511~202611,신규,-,,
135,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,전세,48.35,202509,8,"19,000",0,9,2017,진재로 141,202510~202710,신규,-,,
136,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202509,7,500,70,7,2017,진재로 141,202509~202609,신규,-,,
137,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,41.9,202509,6,"2,000",70,13,2017,2순환로 1222,202509~202709,신규,-,,
138,충청북도 청주시 흥덕구 강서동,466,466,0,미소랑 아파트,월세,43.27,202509,6,500,63,2,2014,가로수로1164번길 41-8,202509~202609,신규,-,,
139,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202509,6,300,42,15,2014,오송생명3로 31,202509~202609,신규,-,,
140,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.89,202509,5,300,45,11,2014,오송생명3로 31,202509~202609,신규,-,,
141,충청북도 청주시 흥덕구 오송읍 만수리,863,863,0,주건축물제1동(863-0),월세,48.71,202509,5,300,35,6,2012,오송생명5로 305,202509~202609,신규,-,,
142,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,41.9,202509,3,"1,000",75,7,2017,2순환로 1222,202510~202610,신규,-,,
143,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202509,3,500,65,15,2017,진재로 141,202509~202609,신규,-,,
144,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202509,3,300,38,5,2016,가로수로1164번길 41-33,202510~202610,신규,-,,
145,충청북도 청주시 흥덕구 오송읍 만수리,531,531,0,오송 리움갤러리96,전세,44.72,202509,3,"8,000",0,8,2012,오송생명로 208-9,202509~202709,신규,-,,
146,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,25.89,202509,3,300,42,10,2017,2순환로 1222,202509~202609,갱신,-,300,40
147,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202509,2,300,42,12,2014,오송생명3로 31,202509~202609,신규,-,,
148,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,46.83,202509,2,"1,000",78,5,2017,2순환로 1222,202510~202610,신규,-,,
149,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,월세,47,202509,2,"7,000",40,2,2017,2순환로 1222,202509~202610,신규,-,,
150,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202509,2,"4,000",30,16,2019,2순환로 1228,202509~202709,신규,-,,
151,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202509,2,"3,000",27,9,2014,오송생명3로 31,-,-,-,,
152,충청북도 청주시 흥덕구 복대동,288-66,288,66,지웰에스테이트 오피스텔,월세,28.8,202509,2,500,63,10,2016,진재로 131,202509~202609,신규,-,,
153,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202509,1,300,35,12,2016,가로수로1164번길 41-33,202509~202608,신규,-,,
154,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,28.47,202509,1,500,65,4,2017,진재로 141,202510~202608,신규,-,,
155,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,48.35,202508,31,"3,500",85,14,2017,진재로 141,202510~202610,신규,-,,
156,충청북도 청주시 흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202508,31,500,50,8,2019,2순환로 1228,202509~202609,신규,-,,
157,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,33.45,202508,31,500,70,11,2017,진재로 141,202508~202608,신규,-,,
158,충청북도 청주시 흥덕구 오송읍 연제리,664,664,0,두산위브 센티움,월세,24.63,202508,30,300,40,6,2014,오송생명3로 31,202509~202608,신규,-,,
159,충청북도 청주시 흥덕구 강서동,459,459,0,신해블루지움,전세,22.08,202508,30,"6,000",0,14,2017,2순환로 1222,202509~202709,신규,-,,
160,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,월세,48.35,202508,29,"1,000",100,8,2017,진재로 141,202509~202609,신규,-,,
